상가업소번호,brand,상호명,지점명,상권업종대분류코드,상권업종대분류명,상권업종중분류코드,상권업종중분류명,상권업종소분류코드,상권업종소분류명,표준산업분류코드,표준산업분류명,시도코드,시도명,시군구코드,시군구명,행정동코드,행정동명,법정동코드,법정동명,지번코드,지번본번지,지번부번지,지번주소,도로명코드,도로명,도로명주소,층정보,경도,위도,place_id,월간 검색량,블로그누적발행,encoded,brand_type,리뷰수,방문자_리뷰수,블로그_리뷰수,log_리뷰수,log_방문자_리뷰수,log_블로그_리뷰수
MA010120220805196521,역전할머니,역전할머니맥주,서울봉천점,I2,음식,I211,주점,I21103,생맥주 전문,I56219,기타 주점업,11,서울특별시,11620,관악구,11620595,청룡동,1162010100,봉천동,1162010100108940015,894.0,15.0,서울특별시 관악구 봉천동 894-15,116204160718,서울특별시 관악구 청룡1길,서울특별시 관악구 청룡1길 7,1.0,126.946601068412,37.4813269542413,1447876791,20.0,267.0,관악구 청룡1길 역전할머니,경쟁사,248,305,35.0,5.517452896464707,5.723585101952381,3.58351893845611
MA010120220803572555,역전할머니,역전할머니맥주미아,미아사거리점,I2,음식,I211,주점,I21103,생맥주 전문,I56213,생맥주 전문점,11,서울특별시,11305,강북구,11305545,송중동,1130510100,미아동,1130510100100550020,55.0,20.0,서울특별시 강북구 미아동 55-20,113054124061,서울특별시 강북구 도봉로10가길,서울특별시 강북구 도봉로10가길 15,1.0,127.031361840414,37.6130068343745,1883160911,20.0,129.0,강북구 도봉로10가길 역전할머니,경쟁사,322,436,39.0,5.777652323222656,6.07993319509559,3.6888794541139363
MA010120220813534100,역전할머니,역전할머니맥주장승배기점,,I2,음식,I211,주점,I21103,생맥주 전문,I56219,기타 주점업,11,서울특별시,11590,동작구,11590560,상도4동,1159010200,상도동,1159010200101880004,188.0,4.0,서울특별시 동작구 상도동 188-4,115903119005,서울특별시 동작구 상도로,서울특별시 동작구 상도로 150,1.0,126.936090624375,37.5028558084087,1487592716,20.0,185.0,동작구 상도로 역전할머니,경쟁사,278,347,48.0,5.631211781821365,5.8522024797744745,3.8918202981106265
MA010120220805279513,역전할머니,역전할머니맥주연남점,,I2,음식,I211,주점,I21103,생맥주 전문,I56213,생맥주 전문점,11,서울특별시,11440,마포구,11440710,연남동,1144012400,연남동,1144012400102280020,228.0,20.0,서울특별시 마포구 연남동 228-20,114403112014,서울특별시 마포구 동교로,서울특별시 마포구 동교로 266,1.0,126.925478991399,37.5631535796945,1259438090,20.0,12.0,마포구 동교로 역전할머니,경쟁사,442,547,72.0,6.093569770045136,6.306275286948016,4.290459441148391
MA010120220804943261,역전할머니,역전할머니맥주1982수락산점,,I2,음식,I211,주점,I21103,생맥주 전문,I56213,생맥주 전문점,11,서울특별시,11350,노원구,11350630,상계1동,1135010500,상계동,1135010500111170016,1117.0,16.0,서울특별시 노원구 상계동 1117-16,113504130245,서울특별시 노원구 동일로242가길,서울특별시 노원구 동일로242가길 22,,127.056066628962,37.6768594175983,1142331080,20.0,191.0,노원구 동일로242가길 역전할머니,경쟁사,221,307,21.0,5.402677381872279,5.730099782973574,3.091042453358316
MA010120220812755111,역전할머니,역전할머니맥주,신천점,I2,음식,I211,주점,I21103,생맥주 전문,I56219,기타 주점업,11,서울특별시,11710,송파구,11710650,잠실본동,1171010100,잠실동,1171010100101920010,192.0,10.0,서울특별시 송파구 잠실동 192-10,117104169426,서울특별시 송파구 올림픽로10길,서울특별시 송파구 올림픽로10길 16,1.0,127.081084970668,37.510197467524,1782064053,20.0,140.0,송파구 올림픽로10길 역전할머니,경쟁사,514,692,146.0,6.244166900663736,6.541029999189903,4.990432586778736
MA010120220810965316,역전할머니,역전할머니맥주,중앙대점,I2,음식,I211,주점,I21103,생맥주 전문,I56213,생맥주 전문점,11,서울특별시,11590,동작구,11590605,흑석동,1159010500,흑석동,1159010500100500019,50.0,19.0,서울특별시 동작구 흑석동 50-19,115904157413,서울특별시 동작구 서달로14길,서울특별시 동작구 서달로14길 26,1.0,126.964350535141,37.507607004806,1827099901,30.0,188.01,동작구 서달로14길 역전할머니,경쟁사,205,255,40.0,5.327876168789581,5.545177444479562,3.713572066704308
MA0101202209A0085121,역전할머니,역전할머니맥주,상암점,I2,음식,I211,주점,I21103,생맥주 전문,I56219,기타 주점업,11,서울특별시,11440,마포구,11440740,상암동,1144012700,상암동,1144012700100130012,13.0,12.0,서울특별시 마포구 상암동 13-12,114404139546,서울특별시 마포구 월드컵북로48길,서울특별시 마포구 월드컵북로48길 35,1.0,126.895453612608,37.5774926700252,1855644496,20.0,230.0,마포구 월드컵북로48길 역전할머니,경쟁사,167,233,41.0,5.123963979403259,5.455321115357702,3.7376696182833684
MA010120220813045265,역전할머니,역전할머니맥주,서울보라매역점,I2,음식,I211,주점,I21103,생맥주 전문,I56219,기타 주점업,11,서울특별시,11560,영등포구,11560680,신길6동,1156013200,신길동,1156013200104800000,480.0,,서울특별시 영등포구 신길동 480,115603118005,서울특별시 영등포구 대방천로,서울특별시 영등포구 대방천로 255,1.0,126.919141978888,37.4990251587868,1743181781,20.0,207.0,영등포구 대방천로 역전할머니,경쟁사,170,221,19.0,5.14166355650266,5.402677381872279,2.995732273553991
MA010120220811991348,역전할머니,역전할머니맥주다산지금점,,I2,음식,I211,주점,I21103,생맥주 전문,I56213,생맥주 전문점,41,경기도,41360,남양주시,41360565,다산2동,4136011200,다산동,4136011200162200006,6220.0,6.0,경기도 남양주시 다산동 6220-6,413603351593,경기도 남양주시 다산지금로146번길,경기도 남양주시 다산지금로146번길 8-71,,127.173124778838,37.6009909611103,1115085909,20.0,122.0,남양주시 다산지금로146번길 역전할머니,경쟁사,129,145,13.0,4.867534450455582,4.983606621708336,2.6390573296152584
MA010120220804150973,역전할머니,역전할머니맥주고산지구점,,I2,음식,I211,주점,I21103,생맥주 전문,I56219,기타 주점업,41,경기도,41150,의정부시,41150630,고산동,4115011300,산곡동,4115011300106880005,688.0,5.0,경기도 의정부시 산곡동 688-5,411503352502,경기도 의정부시 월유로,경기도 의정부시 월유로 16,1.0,127.110169641353,37.7287895077757,1397283887,20.0,133.0,의정부시 월유로 역전할머니,경쟁사,167,217,15.0,5.123963979403259,5.384495062789089,2.772588722239781
MA0101202209A0054202,역전할머니,역전할머니맥주분당,오리역점,I2,음식,I211,주점,I21103,생맥주 전문,I56111,한식 일반 음식점업,41,경기도,41135,성남시 분당구,41135670,구미동,4113511400,구미동,4113511400101860004,186.0,4.0,경기도 성남시 분당구 구미동 186-4,411354340015,경기도 성남시 분당구 구미로9번길,경기도 성남시 분당구 구미로9번길 3-4,1.0,127.109823056735,37.338737695136,1291366943,20.0,70.0,분당구 구미로9번길 역전할머니,경쟁사,296,255,26.0,5.6937321388027,5.545177444479562,3.295836866004329
MA010120220802956755,역전할머니,역전할머니맥주,판교역점,I2,음식,I211,주점,I21103,생맥주 전문,I56193,치킨 전문점,41,경기도,41135,성남시 분당구,41135655,삼평동,4113510900,삼평동,4113510900106600000,660.0,,경기도 성남시 분당구 삼평동 660,411354340520,경기도 성남시 분당구 판교역로192번길,경기도 성남시 분당구 판교역로192번길 14-2,1.0,127.112043180702,37.3974734868481,1107851565,20.0,49.0,분당구 판교역로192번길 역전할머니,경쟁사,146,211,56.0,4.990432586778736,5.356586274672012,4.04305126783455
MA010120220808294589,역전할머니,역전할머니맥주1982일산,가좌점,I2,음식,I211,주점,I21103,생맥주 전문,I56211,일반 유흥 주점업,41,경기도,41287,고양시 일산서구,41287610,가좌동,4128710600,가좌동,4128710600103920026,392.0,26.0,경기도 고양시 일산서구 가좌동 392-26,412873194004,경기도 고양시 일산서구 가좌4로,경기도 고양시 일산서구 가좌4로 4,1.0,126.719575978137,37.6860176333518,1358873748,20.0,194.0,일산서구 가좌4로 역전할머니,경쟁사,95,105,10.0,4.564348191467836,4.663439094112067,2.3978952727983707
MA010120220809751756,역전할머니,역전할머니맥주,고양동점,I2,음식,I211,주점,I21103,생맥주 전문,I56213,생맥주 전문점,41,경기도,41281,고양시 덕양구,41281590,고양동,4128111600,고양동,4128111600102330012,233.0,12.0,경기도 고양시 덕양구 고양동 233-12,412813012033,경기도 고양시 덕양구 혜음로,경기도 고양시 덕양구 혜음로 29-11,,126.901162554646,37.7032659865717,1027060589,20.0,37.0,덕양구 혜음로 역전할머니,경쟁사,80,92,10.0,4.394449154672439,4.532599493153256,2.3978952727983707
MA010120220801514385,역전할머니,역전할머니맥주안성석정점,,I2,음식,I211,주점,I21103,생맥주 전문,I56213,생맥주 전문점,41,경기도,41550,안성시,41550520,안성2동,4155011800,석정동,4155011800102580003,258.0,3.0,경기도 안성시 석정동 258-3,415504424394,경기도 안성시 석정2길,경기도 안성시 석정2길 28,,127.260414474624,37.0097167148276,1078478269,20.0,35.0,안성시 석정2길 역전할머니,경쟁사,123,115,27.0,4.820281565605037,4.7535901911063645,3.332204510175204
MA010120220808561605,역전할머니,역전할머니맥주대화역점,,I2,음식,I211,주점,I21103,생맥주 전문,I56213,생맥주 전문점,41,경기도,41287,고양시 일산서구,41287570,대화동,4128710400,대화동,4128710400122050000,2205.0,,경기도 고양시 일산서구 대화동 2205,412873192094,경기도 고양시 일산서구 중앙로,경기도 고양시 일산서구 중앙로 1576,,126.747179492925,37.6766918686602,1380748932,20.0,101.0,일산서구 중앙로 역전할머니,경쟁사,234,313,37.0,5.459585514144159,5.749392985908253,3.6375861597263857
MA010120220812415928,역전할머니,역전할머니맥주,안산신길점,I2,음식,I211,주점,I21103,생맥주 전문,I56213,생맥주 전문점,41,경기도,41273,안산시 단원구,41273565,신길동,4127310300,신길동,4127310300116640000,1664.0,,경기도 안산시 단원구 신길동 1664,412733191045,경기도 안산시 단원구 신길로,경기도 안산시 단원구 신길로 13-22,1.0,126.787863706111,37.3328138725479,1477241116,20.0,207.0,단원구 신길로 역전할머니,경쟁사,72,72,26.0,4.290459441148391,4.290459441148391,3.295836866004329
MA010120220811226529,역전할머니,역전할머니맥주,경기광주경안점,I2,음식,I211,주점,I21103,생맥주 전문,I56213,생맥주 전문점,41,경기도,41610,광주시,41610510,경안동,4161010100,경안동,4161010100100170004,17.0,4.0,경기도 광주시 경안동 17-4,416104433088,경기도 광주시 광주대로55번길,경기도 광주시 광주대로55번길 12,1.0,127.259111254266,37.4117040177953,2073433504,20.0,307.0,광주시 광주대로55번길 역전할머니,경쟁사,9,0,0.0,2.302585092994046,0.0,0.0
MA010120220808114236,역전할머니,역전할머니맥주,흥덕점,I2,음식,I211,주점,I21103,생맥주 전문,I56213,생맥주 전문점,41,경기도,41463,용인시 기흥구,41463516,영덕1동,4146311100,영덕동,4146311100109860001,986.0,1.0,경기도 용인시 기흥구 영덕동 986-1,414634412294,경기도 용인시 기흥구 흥덕1로79번길,경기도 용인시 기흥구 흥덕1로79번길 2,,127.071496141383,37.274991775924,1925758063,20.0,32.0,기흥구 흥덕1로79번길 역전할머니,경쟁사,122,182,7.0,4.812184355372417,5.209486152841421,2.0794415416798357
MA0101202504A0018051,역전할머니,역전할머니맥주화성향남,상신점,I2,음식,I211,주점,I21103,생맥주 전문,I56213,생맥주 전문점,41,경기도,41590,화성시,41590259,향남읍,4159025924,향남읍,4159025924112950005,1295.0,5.0,경기도 화성시 향남읍 상신리 1295-5,415904848198,경기도 화성시 향남읍 상신하길로126번길,경기도 화성시 향남읍 상신하길로126번길 21,,126.900820893275,37.1045286107672,2004339615,20.0,103.0,향남읍 상신하길로126번길 역전할머니,경쟁사,4,0,4.0,1.6094379124341003,0.0,1.6094379124341003
MA0101202504A0031151,역전할머니,역전할머니맥주평택,법원점,I2,음식,I211,주점,I21103,생맥주 전문,I56213,생맥주 전문점,41,경기도,41220,평택시,41220650,동삭동,4122011900,동삭동,4122011900106970009,697.0,9.0,경기도 평택시 동삭동 697-9,412203198032,경기도 평택시 비전2로,경기도 평택시 비전2로 22,1.0,127.096031129558,37.0079721673051,1500937003,20.0,60.0,평택시 비전2로 역전할머니,경쟁사,136,179,7.0,4.919980925828125,5.19295685089021,2.0794415416798357
MA010120220812444504,역전할머니,역전할머니맥주,인계점,I2,음식,I211,주점,I21103,생맥주 전문,I56219,기타 주점업,41,경기도,41115,수원시 팔달구,41115730,인계동,4111514100,인계동,4111514100110380015,1038.0,15.0,경기도 수원시 팔달구 인계동 1038-15,411154328230,경기도 수원시 팔달구 인계로138번길,경기도 수원시 팔달구 인계로138번길 27,1.0,127.032457358909,37.2657011609771,1387072005,50.0,1186.0,팔달구 인계로138번길 역전할머니,경쟁사,389,471,137.0,5.966146739123692,6.156978985585555,4.927253685157205
MA010120220804473305,역전할머니,역전할머니맥주광교상현역점,,I2,음식,I211,주점,I21103,생맥주 전문,I56219,기타 주점업,41,경기도,41465,용인시 수지구,41465585,상현3동,4146510700,상현동,4146510700111320001,1132.0,1.0,경기도 용인시 수지구 상현동 1132-1,414654433519,경기도 용인시 수지구 광교중앙로296번길,경기도 용인시 수지구 광교중앙로296번길 22,1.0,127.070333365851,37.2976896343111,1545807150,20.0,85.0,수지구 광교중앙로296번길 역전할머니,경쟁사,171,203,21.0,5.147494476813453,5.318119993844216,3.091042453358316
MA010120220813379757,역전할머니,역전할머니맥주일산,식사점,I2,음식,I211,주점,I21103,생맥주 전문,I56213,생맥주 전문점,41,경기도,41285,고양시 일산동구,41285510,식사동,4128510100,식사동,4128510100115330000,1533.0,,경기도 고양시 일산동구 식사동 1533,412854379222,경기도 고양시 일산동구 위시티2로11번길,경기도 고양시 일산동구 위시티2로11번길 11,1.0,126.811836435081,37.6774524389153,1375891395,20.0,71.0,일산동구 위시티2로11번길 역전할머니,경쟁사,99,132,14.0,4.605170185988092,4.890349128221754,2.70805020110221
MA010120220803422225,역전할머니,역전할머니맥주,역곡점,I2,음식,I211,주점,I21103,생맥주 전문,I56213,생맥주 전문점,41,경기도,41192,부천시 원미구,41192580,역곡2동,4119210700,역곡동,4119210700100770000,77.0,,경기도 부천시 원미구 역곡동 77,411924352368,경기도 부천시 원미구 역곡로13번길,경기도 부천시 원미구 역곡로13번길 17-1,,126.81020340123,37.485952908793,1653318859,20.0,34.0,원미구 역곡로13번길 역전할머니,경쟁사,289,371,37.0,5.66988092298052,5.918893854273146,3.6375861597263857
MA010120220805800656,역전할머니,역전할머니맥주남양주,진접점,I2,음식,I211,주점,I21103,생맥주 전문,I56213,생맥주 전문점,41,경기도,41360,남양주시,41360253,진접읍,4136025328,진접읍,4136025328110820003,1082.0,3.0,경기도 남양주시 진접읍 금곡리 1082-3,413603197065,경기도 남양주시 진접읍 해밀예당1로,경기도 남양주시 진접읍 해밀예당1로 50-70,,127.187195889951,37.7118892473493,1202988463,20.0,103.0,진접읍 해밀예당1로 역전할머니,경쟁사,150,193,23.0,5.017279836814924,5.267858159063328,3.1780538303479458
MA010120220812844892,역전할머니,역전할머니맥주수원호매실능실점,,I2,음식,I211,주점,I21103,생맥주 전문,I56213,생맥주 전문점,41,경기도,41113,수원시 권선구,41113664,호매실동,4111313500,호매실동,4111313500113990001,1399.0,1.0,경기도 수원시 권선구 호매실동 1399-1,411134331218,경기도 수원시 권선구 호매실로104번길,경기도 수원시 권선구 호매실로104번길 24-70,,126.96313774475,37.2591943456049,1081200889,20.0,75.0,권선구 호매실로104번길 역전할머니,경쟁사,211,214,36.0,5.356586274672012,5.3706380281276624,3.6109179126442243
MA010120220811981124,역전할머니,역전할머니맥주고양원당점,,I2,음식,I211,주점,I21103,생맥주 전문,I56213,생맥주 전문점,41,경기도,41281,고양시 덕양구,41281540,성사1동,4128110600,성사동,4128110600107030000,703.0,,경기도 고양시 덕양구 성사동 703,412814376015,경기도 고양시 덕양구 고양대로1369번길,경기도 고양시 덕양구 고양대로1369번길 12-4,1.0,126.836643039727,37.6550279814929,1564245185,20.0,22.0,덕양구 고양대로1369번길 역전할머니,경쟁사,236,249,31.0,5.4680601411351315,5.521460917862246,3.4657359027997265
MA010120220808145988,역전할머니,역전할머니맥주양평읍점,,I2,음식,I211,주점,I21103,생맥주 전문,I56213,생맥주 전문점,41,경기도,41830,양평군,41830250,양평읍,4183025021,양평읍,4183025021104040006,404.0,6.0,경기도 양평군 양평읍 양근리 404-6,418304451924,경기도 양평군 양평읍 양평시장길,경기도 양평군 양평읍 양평시장길 26-1,,127.490805359218,37.4910505226936,1641298819,20.0,76.0,양평읍 양평시장길 역전할머니,경쟁사,88,124,12.0,4.48863636973214,4.8283137373023015,2.5649493574615367
MA010120220812873538,역전할머니,역전할머니맥주,오목천점,I2,음식,I211,주점,I21103,생맥주 전문,I56219,기타 주점업,41,경기도,41113,수원시 권선구,41113550,평동,4111312900,오목천동,4111312900103140048,314.0,48.0,경기도 수원시 권선구 오목천동 314-48,411134325235,경기도 수원시 권선구 삼천병마로1598번길,경기도 수원시 권선구 삼천병마로1598번길 32,,126.965297035569,37.2457334025021,1043971488,20.0,40.0,권선구 삼천병마로1598번길 역전할머니,경쟁사,90,126,13.0,4.51085950651685,4.844187086458591,2.6390573296152584
MA010120220804997876,역전할머니,역전할머니맥주오산궐동점,오산궐동점,I2,음식,I211,주점,I21103,생맥주 전문,I56219,기타 주점업,41,경기도,41370,오산시,41370530,남촌동,4137010400,궐동,4137010400106940006,694.0,6.0,경기도 오산시 궐동 694-6,413703198006,경기도 오산시 궐동로,경기도 오산시 궐동로 18,1.0,127.056176543952,37.158043838244,1269638080,20.0,108.0,오산시 궐동로 역전할머니,경쟁사,49,103,13.0,3.912023005428146,4.6443908991413725,2.6390573296152584
MA010120220810490841,역전할머니,역전할머니맥주평택,포승점,I2,음식,I211,주점,I21103,생맥주 전문,I56213,생맥주 전문점,41,경기도,41220,평택시,41220256,포승읍,4122025622,포승읍,4122025622111450006,1145.0,6.0,경기도 평택시 포승읍 도곡리 1145-6,412203188064,경기도 평택시 포승읍 여술로,경기도 평택시 포승읍 여술로 30-1,,126.845998820089,36.9883396111467,1121119852,20.0,58.0,포승읍 여술로 역전할머니,경쟁사,57,62,8.0,4.060443010546419,4.143134726391533,2.1972245773362196
MA010120220809831564,역전할머니,역전할머니맥주의왕역점,,I2,음식,I211,주점,I21103,생맥주 전문,I56213,생맥주 전문점,41,경기도,41430,의왕시,41430520,부곡동,4143010300,삼동,4143010300101920012,192.0,12.0,경기도 의왕시 삼동 192-12,414304403078,경기도 의왕시 부곡중앙남4길,경기도 의왕시 부곡중앙남4길 1,1.0,126.951645090437,37.3208302273346,1531287826,20.0,150.0,의왕시 부곡중앙남4길 역전할머니,경쟁사,118,159,19.0,4.77912349311153,5.075173815233827,2.995732273553991
MA010120220805302785,역전할머니,역전할머니맥주안산,중앙역점,I2,음식,I211,주점,I21103,생맥주 전문,I56213,생맥주 전문점,41,경기도,41273,안산시 단원구,41273532,중앙동,4127310100,고잔동,4127310100105390013,539.0,13.0,경기도 안산시 단원구 고잔동 539-13,412734373015,경기도 안산시 단원구 고잔1길,경기도 안산시 단원구 고잔1길 67,,126.840939691624,37.31826437308,1336214521,20.0,336.0,단원구 고잔1길 역전할머니,경쟁사,255,378,64.0,5.545177444479562,5.937536205082426,4.174387269895637
MA010120220803378196,역전할머니,역전할머니맥주구리갈매점,,I2,음식,I211,주점,I21103,생맥주 전문,I56213,생맥주 전문점,41,경기도,41310,구리시,41310510,갈매동,4131010100,갈매동,4131010100106080000,608.0,,경기도 구리시 갈매동 608,413103196005,경기도 구리시 산마루로,경기도 구리시 산마루로 14,,127.115792144468,37.6314334363773,1770103662,20.0,57.0,구리시 산마루로 역전할머니,경쟁사,151,181,18.0,5.0238805208462765,5.204006687076795,2.9444389791664403
MA010120220803231171,역전할머니,역전할머니생맥주청북점,,I2,음식,I211,주점,I21101,일반 유흥 주점,I56211,일반 유흥 주점업,41,경기도,41220,평택시,41220259,청북읍,4122025924,청북읍,4122025924111630005,1163.0,5.0,경기도 평택시 청북읍 옥길리 1163-5,412204364458,경기도 평택시 청북읍 안청로2길,경기도 평택시 청북읍 안청로2길 33-13,,126.917239160254,37.0174254828865,1714605319,20.0,51.0,청북읍 안청로2길 역전할머니,경쟁사,95,122,15.0,4.564348191467836,4.812184355372417,2.772588722239781
MA010120220803018612,역전할머니,역전할머니맥주동,성남동서울대점,I2,음식,I211,주점,I21103,생맥주 전문,I56213,생맥주 전문점,41,경기도,41131,성남시 수정구,41131620,복정동,4113110700,복정동,4113110700106850009,685.0,9.0,경기도 성남시 수정구 복정동 685-9,411313178011,경기도 성남시 수정구 복정로,경기도 성남시 수정구 복정로 61,1.0,127.126522298423,37.4583766106066,1543726258,20.0,45.0,수정구 복정로 역전할머니,경쟁사,153,211,34.0,5.0369526024136295,5.356586274672012,3.5553480614894135
MA010120220806461807,역전할머니,역전할머니맥주별내별가람역점,,I2,음식,I211,주점,I21103,생맥주 전문,I56213,생맥주 전문점,41,경기도,41360,남양주시,41360570,별내동,4136011100,별내동,4136011100108240005,824.0,5.0,경기도 남양주시 별내동 824-5,413604391802,경기도 남양주시 덕송1로55번길,경기도 남양주시 덕송1로55번길 10,1.0,127.118090932501,37.6666055278402,1593671504,20.0,120.0,남양주시 덕송1로55번길 역전할머니,경쟁사,188,197,20.0,5.241747015059643,5.288267030694535,3.044522437723423
MA010120220801239554,역전할머니,역전할머니맥주남양주진건읍점,,I2,음식,I211,주점,I21103,생맥주 전문,I56219,기타 주점업,41,경기도,41360,남양주시,41360259,진건읍,4136025925,진건읍,4136025925107680007,768.0,7.0,경기도 남양주시 진건읍 용정리 768-7,413604391449,경기도 남양주시 진건읍 사릉로442번길,경기도 남양주시 진건읍 사릉로442번길 25,1.0,127.177792963435,37.6591516198689,1101064292,20.0,19.0,진건읍 사릉로442번길 역전할머니,경쟁사,148,152,9.0,5.003946305945459,5.030437921392435,2.302585092994046
MA010120220811824349,역전할머니,역전할머니맥주수원,정자점,I2,음식,I211,주점,I21103,생맥주 전문,I56219,기타 주점업,41,경기도,41111,수원시 장안구,41111573,정자3동,4111113000,정자동,4111113000108740005,874.0,5.0,경기도 수원시 장안구 정자동 874-5,411113176026,경기도 수원시 장안구 정자천로,경기도 수원시 장안구 정자천로 179,1.0,126.995116465921,37.2961246059032,1639281481,20.0,293.0,장안구 정자천로 역전할머니,경쟁사,240,299,29.0,5.484796933490655,5.703782474656201,3.4011973816621555
MA010120220811803234,역전할머니,역전할머니맥주,금촌점,I2,음식,I211,주점,I21103,생맥주 전문,I56213,생맥주 전문점,41,경기도,41480,파주시,41480520,금촌2동,4148010100,금촌동,4148010100102510010,251.0,10.0,경기도 파주시 금촌동 251-10,414804418851,경기도 파주시 한마음1길,경기도 파주시 한마음1길 26,,126.77111302748,37.7565397581337,1980846214,20.0,66.0,파주시 한마음1길 역전할머니,경쟁사,200,221,38.0,5.303304908059076,5.402677381872279,3.6635616461296463
MA010120220814228586,역전할머니,역전할머니맥주,,I2,음식,I211,주점,I21103,생맥주 전문,I56213,생맥주 전문점,41,경기도,41450,하남시,41450560,덕풍3동,4145010800,덕풍동,4145010800104180001,418.0,1.0,경기도 하남시 덕풍동 418-1,414504406167,경기도 하남시 신장로136번길,경기도 하남시 신장로136번길 7,1.0,127.203271038353,37.538954506028,1334489648,20.0,58.0,하남시 신장로136번길 역전할머니,경쟁사,215,233,33.0,5.375278407684165,5.455321115357702,3.5263605246161616
MA010120220812691501,역전할머니,역전할머니맥주동탄,센트럴파크점,I2,음식,I211,주점,I21103,생맥주 전문,I56219,기타 주점업,41,경기도,41590,화성시,41590585,동탄1동,4159012700,반송동,4159012700100270000,27.0,,경기도 화성시 반송동 27,415904431481,경기도 화성시 동탄반송3길,경기도 화성시 동탄반송3길 8,,127.065495879296,37.2077322036421,1122647370,20.0,116.0,화성시 동탄반송3길 역전할머니,경쟁사,256,252,48.0,5.54907608489522,5.53338948872752,3.8918202981106265
MA010120220800163227,역전할머니,역전할머니맥주부천고강점,,I2,음식,I211,주점,I21103,생맥주 전문,I56213,생맥주 전문점,41,경기도,41196,부천시 오정구,41196540,고강본동,4119610500,고강동,4119610500103700011,370.0,11.0,경기도 부천시 오정구 고강동 370-11,411964358312,경기도 부천시 오정구 역곡로482번길,경기도 부천시 오정구 역곡로482번길 19,,126.817033401013,37.5273828328403,1995328139,20.0,66.0,오정구 역곡로482번길 역전할머니,경쟁사,152,172,22.0,5.030437921392435,5.153291594497779,3.1354942159291497
MA010120220811679528,역전할머니,역전할머니맥주김포,풍무점,I2,음식,I211,주점,I21103,생맥주 전문,I56213,생맥주 전문점,41,경기도,41570,김포시,41570550,풍무동,4157010700,풍무동,4157010700109510000,951.0,,경기도 김포시 풍무동 951,415704854932,경기도 김포시 양도로19번길,경기도 김포시 양도로19번길 7,,126.724448025806,37.607058130454,1261572579,40.0,188.0,김포시 양도로19번길 역전할머니,경쟁사,145,135,31.0,4.983606621708336,4.912654885736052,3.4657359027997265
MA0101202411A0143411,역전할머니,역전할머니맥주김포,마산점,I2,음식,I211,주점,I21103,생맥주 전문,I56111,한식 일반 음식점업,41,경기도,41570,김포시,41570575,마산동,4157010800,마산동,4157010800106480004,648.0,4.0,경기도 김포시 마산동 648-4,415703209169,경기도 김포시 김포한강8로,경기도 김포시 김포한강8로 165,1.0,126.643578724737,37.6372137392402,1484043295,20.0,48.0,김포시 김포한강8로 역전할머니,경쟁사,99,85,17.0,4.605170185988092,4.454347296253507,2.8903717578961645
MA0101202501A0063567,역전할머니,역전할머니맥주,가평점,I2,음식,I211,주점,I21103,생맥주 전문,I56111,한식 일반 음식점업,41,경기도,41820,가평군,41820250,가평읍,4182025021,가평읍,4182025021104760003,476.0,3.0,경기도 가평군 가평읍 읍내리 476-3,418203000142,경기도 가평군 가평읍 가화로,경기도 가평군 가평읍 가화로 107,1.0,127.513846068938,37.8291865833627,2060028511,20.0,71.0,가평읍 가화로 역전할머니,경쟁사,6,0,0.0,1.9459101490553132,0.0,0.0
MA0101202501A0002567,역전할머니,역전할머니맥주,정왕점,I2,음식,I211,주점,I21103,생맥주 전문,I56213,생맥주 전문점,41,경기도,41390,시흥시,41390591,정왕1동,4139013200,정왕동,4139013200117420002,1742.0,2.0,경기도 시흥시 정왕동 1742-2,413903199049,경기도 시흥시 중심상가로,경기도 시흥시 중심상가로 184,,126.735442715415,37.3446378851912,1120896099,20.0,224.0,시흥시 중심상가로 역전할머니,경쟁사,169,190,45.0,5.135798437050262,5.25227342804663,3.828641396489095
MA0101202501A0027056,역전할머니,역전할머니맥주경기광주고산점,,I2,음식,I211,주점,I21103,생맥주 전문,I56213,생맥주 전문점,41,경기도,41610,광주시,41610580,오포1동,4161011400,고산동,4161011400103190011,319.0,11.0,경기도 광주시 고산동 319-11,416104433059,경기도 광주시 고산길,경기도 광주시 고산길 30-6,2.0,127.229539256725,37.3709669072283,1044195828,20.0,110.0,광주시 고산길 역전할머니,경쟁사,16,0,4.0,2.833213344056216,0.0,1.6094379124341003
MA0101202505A0045307,역전할머니,역전할머니맥주부천신,중동점,I2,음식,I211,주점,I21103,생맥주 전문,I56111,한식 일반 음식점업,41,경기도,41192,부천시 원미구,41192630,중1동,4119210800,중동,4119210800111300018,1130.0,18.0,경기도 부천시 원미구 중동 1130-18,411924352477,경기도 부천시 원미구 조마루로297번길,경기도 부천시 원미구 조마루로297번길 33,,126.776232152073,37.4991832829173,2028586634,110.0,1890.02,원미구 조마루로297번길 역전할머니,경쟁사,15,15,3.0,2.772588722239781,2.772588722239781,1.3862943611198906
